date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:00	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:00%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU1NDYxMzIwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setaf37.php	(from http://elecslal.net/calendar/view.php?view=month&time=1554613200&course=1)
00:04:01	20843/20843	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:00%20GMT	http://elecslal.net/calendar/view.php?view=day&course=1&time=1565845200	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view3d37.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565758800)
00:04:02	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:01%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NjU3NTg4MDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setfe94.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565758800)
00:04:03	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:02%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NjU3NTg4MDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setdcb6.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565758800)
00:04:04	24054/24054	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:03%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1565758800&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view1ab7.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565758800)
00:04:04	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:04%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU2NTY3MjQwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set961b.php	(from http://elecslal.net/calendar/view.php?view=month&time=1565672400&course=1)
00:04:05	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:05%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU2NTY3MjQwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/sete7c9.php	(from http://elecslal.net/calendar/view.php?view=month&time=1565672400&course=1)
00:04:06	24411/24411	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:05%20GMT	http://elecslal.net/calendar/view.php?view=month&course=1&time=1754024400	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view07e9.html	(from http://elecslal.net/calendar/view.php?view=month&course=1&time=1751346000)
00:04:07	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:06%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTc1MTM0NjAwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/sete2d8.php	(from http://elecslal.net/calendar/view.php?view=month&course=1&time=1751346000)
00:04:07	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:07%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTc1MTM0NjAwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set53fd.php	(from http://elecslal.net/calendar/view.php?view=month&course=1&time=1751346000)
00:04:07	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.96a0b30.delayed	(from http://elecslal.net/?time=1754024400)
00:04:07	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.96b98d5.delayed	(from http://elecslal.net/?time=1754024400)
00:04:07	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.96c0b30.delayed	(from http://elecslal.net/?time=1754024400)
00:04:07	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.96d0b30.delayed	(from http://elecslal.net/?time=1754024400)
00:04:07	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.96e98d5.delayed	(from http://elecslal.net/?time=1754024400)
00:04:07	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.96f0b30.delayed	(from http://elecslal.net/?time=1754024400)
00:04:08	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9700b30.delayed	(from http://elecslal.net/?time=1378011600)
00:04:08	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.97198d5.delayed	(from http://elecslal.net/?time=1378011600)
00:04:08	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9720b30.delayed	(from http://elecslal.net/?time=1378011600)
00:04:08	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9730b30.delayed	(from http://elecslal.net/?time=1378011600)
00:04:08	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.97498d5.delayed	(from http://elecslal.net/?time=1378011600)
00:04:08	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9750b30.delayed	(from http://elecslal.net/?time=1378011600)
00:04:08	23935/23935	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:08%20GMT	http://elecslal.net/?time=1756702800	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/index1181.html	(from http://elecslal.net/?time=1754024400)
00:04:09	23732/23732	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:08%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1378011600&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view4bb2.html	(from http://elecslal.net/?time=1378011600)
00:04:09	23932/23932	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:09%20GMT	http://elecslal.net/?time=1375333200	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/index3dfd.html	(from http://elecslal.net/?time=1378011600)
00:04:10	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:09%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTM4MDYwMzYwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set1cb9.php	(from http://elecslal.net/calendar/view.php?view=month&time=1380603600&course=1)
00:04:10	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:10%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTM4MDYwMzYwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set5176.php	(from http://elecslal.net/calendar/view.php?view=month&time=1380603600&course=1)
00:04:11	20730/20730	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:10%20GMT	http://elecslal.net/calendar/view.php?view=day&course=1&time=1554354000	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/viewb908.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554440400)
00:04:12	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:11%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NTQ0NDA0MDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set8725.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554440400)
00:04:13	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:12%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NTQ0NDA0MDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set01e0.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554440400)
00:04:14	23912/23912	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:13%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1554440400&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view8b42.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554440400)
00:04:16	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:14%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU1NDUyNjgwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set69ba.php	(from http://elecslal.net/calendar/view.php?view=month&time=1554526800&course=1)
00:04:17	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:16%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU1NDUyNjgwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set21e6.php	(from http://elecslal.net/calendar/view.php?view=month&time=1554526800&course=1)
00:04:18	20839/20839	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:17%20GMT	http://elecslal.net/calendar/view.php?view=day&course=1&time=1565931600	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view5a93.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565845200)
00:04:19	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:18%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NjU4NDUyMDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setb2e9.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565845200)
00:04:20	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:19%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NjU4NDUyMDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set2334.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565845200)
00:04:21	24054/24054	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:20%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1565845200&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view61d0.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565845200)
00:04:22	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:22%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU2NTc1ODgwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set4edf.php	(from http://elecslal.net/calendar/view.php?view=month&time=1565758800&course=1)
00:04:23	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:22%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU2NTc1ODgwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setd579.php	(from http://elecslal.net/calendar/view.php?view=month&time=1565758800&course=1)
00:04:24	23960/23960	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:23%20GMT	http://elecslal.net/calendar/view.php?view=month&course=1&time=1756702800	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view3d9c.html	(from http://elecslal.net/calendar/view.php?view=month&course=1&time=1754024400)
00:04:25	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:24%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTc1NDAyNDQwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set4311.php	(from http://elecslal.net/calendar/view.php?view=month&course=1&time=1754024400)
00:04:25	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:25%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTc1NDAyNDQwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setff80.php	(from http://elecslal.net/calendar/view.php?view=month&course=1&time=1754024400)
00:04:25	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9880b30.delayed	(from http://elecslal.net/?time=1756702800)
00:04:25	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.98998d5.delayed	(from http://elecslal.net/?time=1756702800)
00:04:25	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.98a0b30.delayed	(from http://elecslal.net/?time=1756702800)
00:04:25	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.98b0b30.delayed	(from http://elecslal.net/?time=1756702800)
00:04:25	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.98c98d5.delayed	(from http://elecslal.net/?time=1756702800)
00:04:25	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.98d0b30.delayed	(from http://elecslal.net/?time=1756702800)
00:04:26	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.98e0b30.delayed	(from http://elecslal.net/?time=1375333200)
00:04:26	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.98f98d5.delayed	(from http://elecslal.net/?time=1375333200)
00:04:26	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9900b30.delayed	(from http://elecslal.net/?time=1375333200)
00:04:26	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9910b30.delayed	(from http://elecslal.net/?time=1375333200)
00:04:26	0/-1	---M--	303	error ('')			http://elecslal.net/user/view.php?id=2&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/view.99298d5.delayed	(from http://elecslal.net/?time=1375333200)
00:04:26	0/-1	---M--	303	error ('')			http://elecslal.net/user/profile.php?id=2	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/user/profile.9930b30.delayed	(from http://elecslal.net/?time=1375333200)
00:04:26	23925/23925	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:26%20GMT	http://elecslal.net/?time=1759294800	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/index4652.html	(from http://elecslal.net/?time=1756702800)
00:04:27	23917/23917	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:27%20GMT	http://elecslal.net/?time=1372654800	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/indexa11e.html	(from http://elecslal.net/?time=1375333200)
00:04:28	23724/23724	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:27%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1375333200&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/viewbd65.html	(from http://elecslal.net/?time=1375333200)
00:04:28	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:28%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTM3ODAxMTYwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set6a1c.php	(from http://elecslal.net/calendar/view.php?view=month&time=1378011600&course=1)
00:04:29	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:28%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTM3ODAxMTYwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setf42a.php	(from http://elecslal.net/calendar/view.php?view=month&time=1378011600&course=1)
00:04:30	20733/20733	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:29%20GMT	http://elecslal.net/calendar/view.php?view=day&course=1&time=1554267600	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view6780.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554354000)
00:04:30	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:30%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NTQzNTQwMDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set6bad.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554354000)
00:04:31	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:30%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NTQzNTQwMDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set6e8a.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554354000)
00:04:32	23912/23912	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:31%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1554354000&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view0cf9.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1554354000)
00:04:32	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:32%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU1NDQ0MDQwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set0719.php	(from http://elecslal.net/calendar/view.php?view=month&time=1554440400&course=1)
00:04:33	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:33%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU1NDQ0MDQwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set29a7.php	(from http://elecslal.net/calendar/view.php?view=month&time=1554440400&course=1)
00:04:34	20837/20837	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:33%20GMT	http://elecslal.net/calendar/view.php?view=day&course=1&time=1566018000	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view151b.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565931600)
00:04:35	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:34%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NjU5MzE2MDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set388f.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565931600)
00:04:35	477/477	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:35%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PWRheSZ0aW1lPTE1NjU5MzE2MDAmY291cnNlPTE%3D&sesskey=iJhtJyp6Mi&var=showcourses	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/setca8c.php	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565931600)
00:04:36	24054/24054	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202019%2018:22:35%20GMT	http://elecslal.net/calendar/view.php?view=month&time=1565931600&course=1	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/view996c.html	(from http://elecslal.net/calendar/view.php?view=day&course=1&time=1565931600)
00:04:37	479/479	---M-Z	303	error ('See%20Other')	text/html	date:Mon,%2030%20Sep%202019%2018:22:36%20GMT	http://elecslal.net/calendar/set.php?return=aHR0cDovL2VsZWNzbGFsLm5ldC9jYWxlbmRhci92aWV3LnBocD92aWV3PW1vbnRoJnRpbWU9MTU2NTg0NTIwMCZjb3Vyc2U9MQ%3D%3D&sesskey=iJhtJyp6Mi&var=showglobal	C:/Users/Shya-pc/Desktop/final%20web%20upload/elecslal/elecslal.net/calendar/set4b5f.php	(from http://elecslal.net/calendar/view.php?view=month&time=1565845200&course=1)
